Date,State,Confirmed,Total Confirmed,Recovered,Total_Recovered,Deceased,Total_Deceased
26-03-2020,Andaman and Nicobar Islands,1,1,0,0,0,0
27-03-2020,Andaman and Nicobar Islands,6,5,0,0,0,0
28-03-2020,Andaman and Nicobar Islands,9,3,0,0,0,0
29-03-2020,Andaman and Nicobar Islands,9,0,0,0,0,0
30-03-2020,Andaman and Nicobar Islands,10,1,0,0,0,0
31-03-2020,Andaman and Nicobar Islands,10,0,0,0,0,0
01-04-2020,Andaman and Nicobar Islands,10,0,0,0,0,0
02-04-2020,Andaman and Nicobar Islands,10,0,0,0,0,0
03-04-2020,Andaman and Nicobar Islands,10,0,0,0,0,0
04-04-2020,Andaman and Nicobar Islands,10,0,0,0,0,0
05-04-2020,Andaman and Nicobar Islands,10,0,0,0,0,0
06-04-2020,Andaman and Nicobar Islands,10,0,0,0,0,0
07-04-2020,Andaman and Nicobar Islands,10,0,0,0,0,0
08-04-2020,Andaman and Nicobar Islands,11,1,0,0,0,0
09-04-2020,Andaman and Nicobar Islands,11,0,10,10,0,0
10-04-2020,Andaman and Nicobar Islands,11,0,10,0,0,0
11-04-2020,Andaman and Nicobar Islands,11,0,10,0,0,0
12-04-2020,Andaman and Nicobar Islands,11,0,10,0,0,0
13-04-2020,Andaman and Nicobar Islands,11,0,10,0,0,0
14-04-2020,Andaman and Nicobar Islands,11,0,10,0,0,0
15-04-2020,Andaman and Nicobar Islands,11,0,10,0,0,0
16-04-2020,Andaman and Nicobar Islands,11,0,11,1,0,0
17-04-2020,Andaman and Nicobar Islands,12,1,11,0,0,0
18-04-2020,Andaman and Nicobar Islands,14,2,11,0,0,0
19-04-2020,Andaman and Nicobar Islands,15,1,11,0,0,0
20-04-2020,Andaman and Nicobar Islands,16,1,11,0,0,0
21-04-2020,Andaman and Nicobar Islands,17,1,11,0,0,0
22-04-2020,Andaman and Nicobar Islands,18,1,11,0,0,0
23-04-2020,Andaman and Nicobar Islands,22,4,11,0,0,0
24-04-2020,Andaman and Nicobar Islands,29,7,11,0,0,0
25-04-2020,Andaman and Nicobar Islands,33,4,11,0,0,0
26-04-2020,Andaman and Nicobar Islands,33,0,11,0,0,0
27-04-2020,Andaman and Nicobar Islands,33,0,11,0,0,0
28-04-2020,Andaman and Nicobar Islands,33,0,15,4,0,0
29-04-2020,Andaman and Nicobar Islands,33,0,15,0,0,0
30-04-2020,Andaman and Nicobar Islands,33,0,16,1,0,0
01-05-2020,Andaman and Nicobar Islands,33,0,16,0,0,0
02-05-2020,Andaman and Nicobar Islands,33,0,26,10,0,0
03-05-2020,Andaman and Nicobar Islands,33,0,32,6,0,0
04-05-2020,Andaman and Nicobar Islands,33,0,32,0,0,0
05-05-2020,Andaman and Nicobar Islands,33,0,32,0,0,0
06-05-2020,Andaman and Nicobar Islands,33,0,32,0,0,0
07-05-2020,Andaman and Nicobar Islands,33,0,33,1,0,0
08-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
09-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
10-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
11-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
12-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
13-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
14-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
15-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
16-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
17-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
18-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
19-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
20-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
21-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
22-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
23-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
24-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
25-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
26-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
27-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
28-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
29-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
30-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
31-05-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
01-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
02-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
03-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
04-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
05-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
07-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
08-06-2020,Andaman and Nicobar Islands,33,0,33,0,0,0
09-06-2020,Andaman and Nicobar Islands,34,1,33,0,0,0
10-06-2020,Andaman and Nicobar Islands,35,1,33,0,0,0
11-06-2020,Andaman and Nicobar Islands,38,3,33,0,0,0
12-06-2020,Andaman and Nicobar Islands,38,0,33,0,0,0
13-06-2020,Andaman and Nicobar Islands,38,0,33,0,0,0
14-06-2020,Andaman and Nicobar Islands,40,2,33,0,0,0
15-06-2020,Andaman and Nicobar Islands,41,1,33,0,0,0
16-06-2020,Andaman and Nicobar Islands,44,3,33,0,0,0
17-06-2020,Andaman and Nicobar Islands,44,0,33,0,0,0
18-06-2020,Andaman and Nicobar Islands,45,1,35,2,0,0
19-06-2020,Andaman and Nicobar Islands,47,2,35,0,0,0
20-06-2020,Andaman and Nicobar Islands,47,0,35,0,0,0
21-06-2020,Andaman and Nicobar Islands,48,1,37,2,0,0
22-06-2020,Andaman and Nicobar Islands,48,0,37,0,0,0
23-06-2020,Andaman and Nicobar Islands,50,2,40,3,0,0
24-06-2020,Andaman and Nicobar Islands,56,6,41,1,0,0
25-06-2020,Andaman and Nicobar Islands,58,2,41,0,0,0
26-06-2020,Andaman and Nicobar Islands,72,14,43,2,0,0
27-06-2020,Andaman and Nicobar Islands,72,0,43,0,0,0
28-06-2020,Andaman and Nicobar Islands,83,11,45,2,0,0
29-06-2020,Andaman and Nicobar Islands,90,7,45,0,0,0
30-06-2020,Andaman and Nicobar Islands,97,7,45,0,0,0
01-07-2020,Andaman and Nicobar Islands,100,3,50,5,0,0
02-07-2020,Andaman and Nicobar Islands,109,9,51,1,0,0
03-07-2020,Andaman and Nicobar Islands,116,7,54,3,0,0
04-07-2020,Andaman and Nicobar Islands,119,3,66,12,0,0
05-07-2020,Andaman and Nicobar Islands,125,6,72,6,0,0
06-07-2020,Andaman and Nicobar Islands,141,16,74,2,0,0
07-07-2020,Andaman and Nicobar Islands,147,6,74,0,0,0
08-07-2020,Andaman and Nicobar Islands,149,2,74,0,0,0
09-07-2020,Andaman and Nicobar Islands,156,7,83,9,0,0
10-07-2020,Andaman and Nicobar Islands,156,0,92,9,0,0
11-07-2020,Andaman and Nicobar Islands,156,0,92,0,0,0
12-07-2020,Andaman and Nicobar Islands,163,7,100,8,0,0
13-07-2020,Andaman and Nicobar Islands,166,3,109,9,0,0
14-07-2020,Andaman and Nicobar Islands,171,5,129,20,0,0
15-07-2020,Andaman and Nicobar Islands,176,5,130,1,0,0
16-07-2020,Andaman and Nicobar Islands,180,4,133,3,0,0
17-07-2020,Andaman and Nicobar Islands,184,4,142,9,0,0
18-07-2020,Andaman and Nicobar Islands,188,4,145,3,0,0
19-07-2020,Andaman and Nicobar Islands,203,15,145,0,0,0
20-07-2020,Andaman and Nicobar Islands,207,4,151,6,0,0
21-07-2020,Andaman and Nicobar Islands,212,5,159,8,0,0
22-07-2020,Andaman and Nicobar Islands,221,9,163,4,0,0
23-07-2020,Andaman and Nicobar Islands,240,19,170,7,0,0
24-07-2020,Andaman and Nicobar Islands,259,19,174,4,0,0
25-07-2020,Andaman and Nicobar Islands,290,31,176,2,0,0
26-07-2020,Andaman and Nicobar Islands,318,28,180,4,0,0
27-07-2020,Andaman and Nicobar Islands,338,20,192,12,1,1
28-07-2020,Andaman and Nicobar Islands,363,25,196,4,1,0
29-07-2020,Andaman and Nicobar Islands,428,65,201,5,2,1
30-07-2020,Andaman and Nicobar Islands,470,42,201,0,3,1
31-07-2020,Andaman and Nicobar Islands,548,78,214,13,5,2
01-08-2020,Andaman and Nicobar Islands,636,88,226,12,7,2
02-08-2020,Andaman and Nicobar Islands,734,98,242,16,8,1
03-08-2020,Andaman and Nicobar Islands,830,96,263,21,10,2
04-08-2020,Andaman and Nicobar Islands,928,98,277,14,12,2
05-08-2020,Andaman and Nicobar Islands,1027,99,326,49,14,2
06-08-2020,Andaman and Nicobar Islands,1123,96,355,29,16,2
07-08-2020,Andaman and Nicobar Islands,1222,99,425,70,19,3
08-08-2020,Andaman and Nicobar Islands,1351,129,500,75,20,1
09-08-2020,Andaman and Nicobar Islands,1490,139,648,148,20,0
10-08-2020,Andaman and Nicobar Islands,1625,135,709,61,20,0
11-08-2020,Andaman and Nicobar Islands,1764,139,749,40,21,1
12-08-2020,Andaman and Nicobar Islands,1900,136,829,80,21,0
13-08-2020,Andaman and Nicobar Islands,2037,137,924,95,22,1
14-08-2020,Andaman and Nicobar Islands,2186,149,1032,108,24,2
15-08-2020,Andaman and Nicobar Islands,2306,120,1128,96,24,0
16-08-2020,Andaman and Nicobar Islands,2399,93,1226,98,28,4
17-08-2020,Andaman and Nicobar Islands,2445,46,1325,99,29,1
18-08-2020,Andaman and Nicobar Islands,2529,84,1421,96,30,1
19-08-2020,Andaman and Nicobar Islands,2604,75,1529,108,30,0
20-08-2020,Andaman and Nicobar Islands,2680,76,1638,109,31,1
21-08-2020,Andaman and Nicobar Islands,2747,67,1744,106,32,1
22-08-2020,Andaman and Nicobar Islands,2808,61,1853,109,32,0
23-08-2020,Andaman and Nicobar Islands,2860,52,1963,110,33,1
24-08-2020,Andaman and Nicobar Islands,2904,44,2092,129,35,2
25-08-2020,Andaman and Nicobar Islands,2945,41,2231,139,37,2
26-08-2020,Andaman and Nicobar Islands,2985,40,2309,78,41,4
27-08-2020,Andaman and Nicobar Islands,3018,33,2374,65,42,1
28-08-2020,Andaman and Nicobar Islands,3050,32,2444,70,42,0
29-08-2020,Andaman and Nicobar Islands,3081,31,2519,75,44,2
30-08-2020,Andaman and Nicobar Islands,3104,23,2586,67,45,1
31-08-2020,Andaman and Nicobar Islands,3132,28,2647,61,46,1
01-09-2020,Andaman and Nicobar Islands,3160,28,2714,67,46,0
02-09-2020,Andaman and Nicobar Islands,3186,26,2758,44,47,1
03-09-2020,Andaman and Nicobar Islands,3223,37,2823,65,48,1
04-09-2020,Andaman and Nicobar Islands,3257,34,2863,40,49,1
05-09-2020,Andaman and Nicobar Islands,3292,35,2904,41,50,1
06-09-2020,Andaman and Nicobar Islands,3332,40,2951,47,50,0
07-09-2020,Andaman and Nicobar Islands,3359,27,2997,46,50,0
08-09-2020,Andaman and Nicobar Islands,3392,33,3035,38,50,0
09-09-2020,Andaman and Nicobar Islands,3426,34,3078,43,51,1
10-09-2020,Andaman and Nicobar Islands,3465,39,3121,43,51,0
11-09-2020,Andaman and Nicobar Islands,3494,29,3157,36,51,0
12-09-2020,Andaman and Nicobar Islands,3521,27,3202,45,51,0
13-09-2020,Andaman and Nicobar Islands,3546,25,3243,41,51,0
14-09-2020,Andaman and Nicobar Islands,3557,11,3278,35,52,1
15-09-2020,Andaman and Nicobar Islands,3574,17,3318,40,52,0
16-09-2020,Andaman and Nicobar Islands,3593,19,3345,27,52,0
17-09-2020,Andaman and Nicobar Islands,3604,11,3378,33,52,0
18-09-2020,Andaman and Nicobar Islands,3631,27,3414,36,52,0
19-09-2020,Andaman and Nicobar Islands,3644,13,3436,22,52,0
20-09-2020,Andaman and Nicobar Islands,3651,7,3451,15,52,0
21-09-2020,Andaman and Nicobar Islands,3673,22,3469,18,52,0
22-09-2020,Andaman and Nicobar Islands,3691,18,3479,10,52,0
23-09-2020,Andaman and Nicobar Islands,3712,21,3494,15,52,0
24-09-2020,Andaman and Nicobar Islands,3744,32,3503,9,52,0
25-09-2020,Andaman and Nicobar Islands,3759,15,3528,25,52,0
26-09-2020,Andaman and Nicobar Islands,3774,15,3551,23,52,0
27-09-2020,Andaman and Nicobar Islands,3794,20,3553,2,53,1
28-09-2020,Andaman and Nicobar Islands,3803,9,3582,29,53,0
29-09-2020,Andaman and Nicobar Islands,3821,18,3587,5,53,0
30-09-2020,Andaman and Nicobar Islands,3835,14,3608,21,53,0
01-10-2020,Andaman and Nicobar Islands,3848,13,3623,15,53,0
02-10-2020,Andaman and Nicobar Islands,3858,10,3631,8,53,0
03-10-2020,Andaman and Nicobar Islands,3868,10,3642,11,53,0
04-10-2020,Andaman and Nicobar Islands,3884,16,3649,7,53,0
05-10-2020,Andaman and Nicobar Islands,3899,15,3659,10,54,1
06-10-2020,Andaman and Nicobar Islands,3912,13,3678,19,54,0
07-10-2020,Andaman and Nicobar Islands,3935,23,3696,18,54,0
08-10-2020,Andaman and Nicobar Islands,3952,17,3707,11,55,1
09-10-2020,Andaman and Nicobar Islands,3976,24,3724,17,55,0
10-10-2020,Andaman and Nicobar Islands,3992,16,3744,20,55,0
11-10-2020,Andaman and Nicobar Islands,4005,13,3764,20,55,0
12-10-2020,Andaman and Nicobar Islands,4023,18,3770,6,55,0
13-10-2020,Andaman and Nicobar Islands,4036,13,3782,12,55,0
14-10-2020,Andaman and Nicobar Islands,4046,10,3796,14,55,0
15-10-2020,Andaman and Nicobar Islands,4062,16,3817,21,55,0
16-10-2020,Andaman and Nicobar Islands,4072,10,3831,14,56,1
17-10-2020,Andaman and Nicobar Islands,4083,11,3848,17,56,0
18-10-2020,Andaman and Nicobar Islands,4108,25,3868,20,56,0
19-10-2020,Andaman and Nicobar Islands,4126,18,3892,24,56,0
20-10-2020,Andaman and Nicobar Islands,4141,15,3902,10,56,0
21-10-2020,Andaman and Nicobar Islands,4168,27,3913,11,56,0
22-10-2020,Andaman and Nicobar Islands,4184,16,3937,24,57,1
23-10-2020,Andaman and Nicobar Islands,4207,23,3945,8,58,1
24-10-2020,Andaman and Nicobar Islands,4225,18,3968,23,58,0
25-10-2020,Andaman and Nicobar Islands,4245,20,3983,15,58,0
26-10-2020,Andaman and Nicobar Islands,4253,8,3997,14,58,0
27-10-2020,Andaman and Nicobar Islands,4274,21,4019,22,58,0
28-10-2020,Andaman and Nicobar Islands,4289,15,4039,20,58,0
29-10-2020,Andaman and Nicobar Islands,4305,16,4054,15,59,1
30-10-2020,Andaman and Nicobar Islands,4317,12,4076,22,59,0
31-10-2020,Andaman and Nicobar Islands,4332,15,4100,24,59,0
01-11-2020,Andaman and Nicobar Islands,4340,8,4112,12,60,1
02-11-2020,Andaman and Nicobar Islands,4352,12,4132,20,60,0
03-11-2020,Andaman and Nicobar Islands,4372,20,4153,21,60,0
04-11-2020,Andaman and Nicobar Islands,4389,17,4163,10,60,0
05-11-2020,Andaman and Nicobar Islands,4403,14,4175,12,60,0
06-11-2020,Andaman and Nicobar Islands,4420,17,4194,19,60,0
07-11-2020,Andaman and Nicobar Islands,4441,21,4206,12,60,0
08-11-2020,Andaman and Nicobar Islands,4450,9,4221,15,60,0
09-11-2020,Andaman and Nicobar Islands,4463,13,4239,18,60,0
10-11-2020,Andaman and Nicobar Islands,4477,14,4255,16,60,0
11-11-2020,Andaman and Nicobar Islands,4494,17,4267,12,60,0
12-11-2020,Andaman and Nicobar Islands,4507,13,4282,15,61,1
13-11-2020,Andaman and Nicobar Islands,4518,11,4304,22,61,0
14-11-2020,Andaman and Nicobar Islands,4527,9,4315,11,61,0
15-11-2020,Andaman and Nicobar Islands,4536,9,4330,15,61,0
16-11-2020,Andaman and Nicobar Islands,4557,21,4346,16,61,0
17-11-2020,Andaman and Nicobar Islands,4574,17,4363,17,61,0
18-11-2020,Andaman and Nicobar Islands,4593,19,4378,15,61,0
19-11-2020,Andaman and Nicobar Islands,4604,11,4398,20,61,0
20-11-2020,Andaman and Nicobar Islands,4617,13,4408,10,61,0
21-11-2020,Andaman and Nicobar Islands,4631,14,4428,20,61,0
22-11-2020,Andaman and Nicobar Islands,4641,10,4440,12,61,0
23-11-2020,Andaman and Nicobar Islands,4656,15,4453,13,61,0
24-11-2020,Andaman and Nicobar Islands,4667,11,4464,11,61,0
25-11-2020,Andaman and Nicobar Islands,4677,10,4479,15,61,0
26-11-2020,Andaman and Nicobar Islands,4682,5,4491,12,61,0
27-11-2020,Andaman and Nicobar Islands,4689,7,4508,17,61,0
28-11-2020,Andaman and Nicobar Islands,4698,9,4518,10,61,0
29-11-2020,Andaman and Nicobar Islands,4704,6,4537,19,61,0
30-11-2020,Andaman and Nicobar Islands,4710,6,4550,13,61,0
01-12-2020,Andaman and Nicobar Islands,4718,8,4566,16,61,0
02-12-2020,Andaman and Nicobar Islands,4723,5,4583,17,61,0
03-12-2020,Andaman and Nicobar Islands,4729,6,4597,14,61,0
04-12-2020,Andaman and Nicobar Islands,4742,13,4611,14,61,0
05-12-2020,Andaman and Nicobar Islands,4747,5,4616,5,61,0
06-12-2020,Andaman and Nicobar Islands,4758,11,4624,8,61,0
07-12-2020,Andaman and Nicobar Islands,4773,15,4631,7,61,0
08-12-2020,Andaman and Nicobar Islands,4778,5,4647,16,61,0
09-12-2020,Andaman and Nicobar Islands,4783,5,4647,0,61,0
10-12-2020,Andaman and Nicobar Islands,4791,8,4652,5,61,0
11-12-2020,Andaman and Nicobar Islands,4798,7,4659,7,61,0
12-12-2020,Andaman and Nicobar Islands,4805,7,4665,6,61,0
13-12-2020,Andaman and Nicobar Islands,4818,13,4673,8,61,0
14-12-2020,Andaman and Nicobar Islands,4834,16,4681,8,61,0
15-12-2020,Andaman and Nicobar Islands,4842,8,4688,7,61,0
16-12-2020,Andaman and Nicobar Islands,4850,8,4698,10,61,0
17-12-2020,Andaman and Nicobar Islands,4860,10,4707,9,61,0
18-12-2020,Andaman and Nicobar Islands,4869,9,4712,5,61,0
19-12-2020,Andaman and Nicobar Islands,4875,6,4719,7,61,0
20-12-2020,Andaman and Nicobar Islands,4881,6,4732,13,61,0
21-12-2020,Andaman and Nicobar Islands,4888,7,4740,8,62,1
22-12-2020,Andaman and Nicobar Islands,4893,5,4749,9,62,0
23-12-2020,Andaman and Nicobar Islands,4896,3,4761,12,62,0
24-12-2020,Andaman and Nicobar Islands,4901,5,4775,14,62,0
25-12-2020,Andaman and Nicobar Islands,4912,11,4781,6,62,0
26-12-2020,Andaman and Nicobar Islands,4912,0,4789,8,62,0
27-12-2020,Andaman and Nicobar Islands,4924,12,4798,9,62,0
28-12-2020,Andaman and Nicobar Islands,4929,5,4803,5,62,0
29-12-2020,Andaman and Nicobar Islands,4936,7,4811,8,62,0
30-12-2020,Andaman and Nicobar Islands,4941,5,4820,9,62,0
31-12-2020,Andaman and Nicobar Islands,4945,4,4826,6,62,0
01-01-2021,Andaman and Nicobar Islands,4946,1,4830,4,62,0
02-01-2021,Andaman and Nicobar Islands,4947,1,4837,7,62,0
03-01-2021,Andaman and Nicobar Islands,4948,1,4846,9,62,0
04-01-2021,Andaman and Nicobar Islands,4948,0,4848,2,62,0
05-01-2021,Andaman and Nicobar Islands,4949,1,4856,8,62,0
06-01-2021,Andaman and Nicobar Islands,4949,0,4859,3,62,0
07-01-2021,Andaman and Nicobar Islands,4958,9,4864,5,62,0
08-01-2021,Andaman and Nicobar Islands,4959,1,4866,2,62,0
09-01-2021,Andaman and Nicobar Islands,4959,0,4873,7,62,0
10-01-2021,Andaman and Nicobar Islands,4960,1,4875,2,62,0
11-01-2021,Andaman and Nicobar Islands,4963,3,4884,9,62,0
12-01-2021,Andaman and Nicobar Islands,4966,3,4886,2,62,0
13-01-2021,Andaman and Nicobar Islands,4969,3,4891,5,62,0
14-01-2021,Andaman and Nicobar Islands,4976,7,4891,0,62,0
15-01-2021,Andaman and Nicobar Islands,4979,3,4895,4,62,0
16-01-2021,Andaman and Nicobar Islands,4982,3,4895,0,62,0
17-01-2021,Andaman and Nicobar Islands,4983,1,4896,1,62,0
18-01-2021,Andaman and Nicobar Islands,4988,5,4897,1,62,0
19-01-2021,Andaman and Nicobar Islands,4989,1,4897,0,62,0
20-01-2021,Andaman and Nicobar Islands,4991,2,4900,3,62,0
21-01-2021,Andaman and Nicobar Islands,4991,0,4904,4,62,0
22-01-2021,Andaman and Nicobar Islands,4992,1,4907,3,62,0
23-01-2021,Andaman and Nicobar Islands,4993,1,4907,0,62,0
24-01-2021,Andaman and Nicobar Islands,4993,0,4908,1,62,0
25-01-2021,Andaman and Nicobar Islands,4994,1,4917,9,62,0
26-01-2021,Andaman and Nicobar Islands,4994,0,4917,0,62,0
27-01-2021,Andaman and Nicobar Islands,4994,0,4922,5,62,0
28-01-2021,Andaman and Nicobar Islands,4994,0,4924,2,62,0
29-01-2021,Andaman and Nicobar Islands,4994,0,4927,3,62,0
30-01-2021,Andaman and Nicobar Islands,4994,0,4928,1,62,0
31-01-2021,Andaman and Nicobar Islands,4994,0,4928,0,62,0
01-02-2021,Andaman and Nicobar Islands,4994,0,4932,4,62,0
02-02-2021,Andaman and Nicobar Islands,4994,0,4932,0,62,0
03-02-2021,Andaman and Nicobar Islands,4994,0,4932,0,62,0
04-02-2021,Andaman and Nicobar Islands,4994,0,4932,0,62,0
05-02-2021,Andaman and Nicobar Islands,4997,3,4932,0,62,0
06-02-2021,Andaman and Nicobar Islands,5000,3,4932,0,62,0
07-02-2021,Andaman and Nicobar Islands,5001,1,4932,0,62,0
08-02-2021,Andaman and Nicobar Islands,5005,4,4932,0,62,0
09-02-2021,Andaman and Nicobar Islands,5007,2,4932,0,62,0
10-02-2021,Andaman and Nicobar Islands,5007,0,4932,0,62,0
11-02-2021,Andaman and Nicobar Islands,5007,0,4932,0,62,0
12-02-2021,Andaman and Nicobar Islands,5007,0,4934,2,62,0
13-02-2021,Andaman and Nicobar Islands,5009,2,4938,4,62,0
14-02-2021,Andaman and Nicobar Islands,5009,0,4938,0,62,0
15-02-2021,Andaman and Nicobar Islands,5009,0,4938,0,62,0
16-02-2021,Andaman and Nicobar Islands,5013,4,4943,5,62,0
17-02-2021,Andaman and Nicobar Islands,5014,1,4944,1,62,0
18-02-2021,Andaman and Nicobar Islands,5014,0,4944,0,62,0
19-02-2021,Andaman and Nicobar Islands,5014,0,4948,4,62,0
20-02-2021,Andaman and Nicobar Islands,5014,0,4949,1,62,0
21-02-2021,Andaman and Nicobar Islands,5014,0,4949,0,62,0
22-02-2021,Andaman and Nicobar Islands,5015,1,4949,0,62,0
23-02-2021,Andaman and Nicobar Islands,5016,1,4949,0,62,0
24-02-2021,Andaman and Nicobar Islands,5016,0,4950,1,62,0
25-02-2021,Andaman and Nicobar Islands,5016,0,4952,2,62,0
26-02-2021,Andaman and Nicobar Islands,5017,1,4952,0,62,0
27-02-2021,Andaman and Nicobar Islands,5018,1,4952,0,62,0
28-02-2021,Andaman and Nicobar Islands,5020,2,4952,0,62,0
01-03-2021,Andaman and Nicobar Islands,5020,0,4952,0,62,0
02-03-2021,Andaman and Nicobar Islands,5020,0,4952,0,62,0
03-03-2021,Andaman and Nicobar Islands,5022,2,4952,0,62,0
04-03-2021,Andaman and Nicobar Islands,5024,2,4953,1,62,0
05-03-2021,Andaman and Nicobar Islands,5024,0,4954,1,62,0
06-03-2021,Andaman and Nicobar Islands,5024,0,4955,1,62,0
07-03-2021,Andaman and Nicobar Islands,5024,0,4955,0,62,0
08-03-2021,Andaman and Nicobar Islands,5026,2,4957,2,62,0
09-03-2021,Andaman and Nicobar Islands,5028,2,4958,1,62,0
10-03-2021,Andaman and Nicobar Islands,5028,0,4960,2,62,0
11-03-2021,Andaman and Nicobar Islands,5028,0,4960,0,62,0
12-03-2021,Andaman and Nicobar Islands,5029,1,4961,1,62,0
13-03-2021,Andaman and Nicobar Islands,5030,1,4964,3,62,0
14-03-2021,Andaman and Nicobar Islands,5031,1,4964,0,62,0
15-03-2021,Andaman and Nicobar Islands,5031,0,4966,2,62,0
16-03-2021,Andaman and Nicobar Islands,5032,1,4967,1,62,0
17-03-2021,Andaman and Nicobar Islands,5035,3,4967,0,62,0
18-03-2021,Andaman and Nicobar Islands,5036,1,4969,2,62,0
19-03-2021,Andaman and Nicobar Islands,5038,2,4969,0,62,0
20-03-2021,Andaman and Nicobar Islands,5038,0,4969,0,62,0
21-03-2021,Andaman and Nicobar Islands,5039,1,4969,0,62,0
22-03-2021,Andaman and Nicobar Islands,5039,0,4969,0,62,0
23-03-2021,Andaman and Nicobar Islands,5039,0,4972,3,62,0
24-03-2021,Andaman and Nicobar Islands,5041,2,4973,1,62,0
25-03-2021,Andaman and Nicobar Islands,5042,1,4974,1,62,0
26-03-2021,Andaman and Nicobar Islands,5043,1,4974,0,62,0
27-03-2021,Andaman and Nicobar Islands,5044,1,4975,1,62,0
28-03-2021,Andaman and Nicobar Islands,5046,2,4976,1,62,0
29-03-2021,Andaman and Nicobar Islands,5052,6,4976,0,62,0
30-03-2021,Andaman and Nicobar Islands,5081,29,4976,0,62,0
31-03-2021,Andaman and Nicobar Islands,5083,2,4976,0,62,0
01-04-2021,Andaman and Nicobar Islands,5084,1,4980,4,62,0
02-04-2021,Andaman and Nicobar Islands,5084,0,4981,1,62,0
03-04-2021,Andaman and Nicobar Islands,5098,14,4987,6,62,0
04-04-2021,Andaman and Nicobar Islands,5109,11,4990,3,62,0
05-04-2021,Andaman and Nicobar Islands,5116,7,5001,11,62,0
06-04-2021,Andaman and Nicobar Islands,5123,7,5010,9,62,0
07-04-2021,Andaman and Nicobar Islands,5131,8,5020,10,62,0
08-04-2021,Andaman and Nicobar Islands,5149,18,5027,7,62,0
09-04-2021,Andaman and Nicobar Islands,5161,12,5028,1,62,0
10-04-2021,Andaman and Nicobar Islands,5175,14,5038,10,62,0
11-04-2021,Andaman and Nicobar Islands,5190,15,5040,2,62,0
12-04-2021,Andaman and Nicobar Islands,5201,11,5050,10,62,0
13-04-2021,Andaman and Nicobar Islands,5209,8,5054,4,62,0
14-04-2021,Andaman and Nicobar Islands,5247,38,5078,24,63,1
15-04-2021,Andaman and Nicobar Islands,5262,15,5082,4,63,0
16-04-2021,Andaman and Nicobar Islands,5289,27,5110,28,63,0
17-04-2021,Andaman and Nicobar Islands,5331,42,5146,36,64,1
18-04-2021,Andaman and Nicobar Islands,5390,59,5200,54,64,0
19-04-2021,Andaman and Nicobar Islands,5421,31,5212,12,64,0
20-04-2021,Andaman and Nicobar Islands,5466,45,5243,31,64,0
21-04-2021,Andaman and Nicobar Islands,5490,24,5276,33,64,0
22-04-2021,Andaman and Nicobar Islands,5527,37,5309,33,65,1
23-04-2021,Andaman and Nicobar Islands,5569,42,5358,49,65,0
24-04-2021,Andaman and Nicobar Islands,5614,45,5410,52,66,1
25-04-2021,Andaman and Nicobar Islands,5665,51,5467,57,66,0
26-04-2021,Andaman and Nicobar Islands,5716,51,5520,53,66,0
27-04-2021,Andaman and Nicobar Islands,5764,48,5562,42,66,0
28-04-2021,Andaman and Nicobar Islands,5816,52,5606,44,67,1
29-04-2021,Andaman and Nicobar Islands,5875,59,5643,37,67,0
30-04-2021,Andaman and Nicobar Islands,5949,74,5701,58,67,0
01-05-2021,Andaman and Nicobar Islands,6046,97,5773,72,68,1
02-05-2021,Andaman and Nicobar Islands,6084,38,5798,25,69,1
03-05-2021,Andaman and Nicobar Islands,6150,66,5850,52,70,1
04-05-2021,Andaman and Nicobar Islands,6181,31,5879,29,70,0
05-05-2021,Andaman and Nicobar Islands,6223,42,5928,49,71,1
